Block,Transaction Hash,Transaction Link,Seller Address,Buyer Address,OpenSea ETH Sale Price
13110587,0xb7f33da0ad892423760b2200b98aa3426ca478ee54a39d6eb4dcacd0ce981f41,https://etherscan.io/tx/0xb7f33da0ad892423760b2200b98aa3426ca478ee54a39d6eb4dcacd0ce981f41#eventlog,0xD2D628156b947751a43C1c2132F6954bB45B30B2,0xd40135Df587ab99282A52b17F5d73269e650942f,40.400000
13110594,0x522ab88a4d61afcfd1749a78e335a0859d36414e50653e2366b370eb88e61cc4,https://etherscan.io/tx/0x522ab88a4d61afcfd1749a78e335a0859d36414e50653e2366b370eb88e61cc4#eventlog,0x05F433FBaA31921d202970c4Aa02efA2CC0dC912,0xF76Ddd76fa47F1adf55c5Bc1c9000E7A174F4a13,
13110618,0xa74a82ff3ff674764e14cefdd34979f0f8bd4614e7357a8b3b048dcfc935324e,https://etherscan.io/tx/0xa74a82ff3ff674764e14cefdd34979f0f8bd4614e7357a8b3b048dcfc935324e#eventlog,0x05F433FBaA31921d202970c4Aa02efA2CC0dC912,0xF76Ddd76fa47F1adf55c5Bc1c9000E7A174F4a13,
13110651,0xa632a8ce9f4846bebbfe37db107073225e4e21ff86d610341767e733a3aa0be7,https://etherscan.io/tx/0xa632a8ce9f4846bebbfe37db107073225e4e21ff86d610341767e733a3aa0be7#eventlog,0xcA33145D429A0201E61a8777669B712fF0033896,0xbE05E2e6d6D134790eAd6e112f2044760E18E660,
13110700,0x1467b7e1e932cc807adcce70021da8d8d195168d4ab8599bd959cbb3d41840f8,https://etherscan.io/tx/0x1467b7e1e932cc807adcce70021da8d8d195168d4ab8599bd959cbb3d41840f8#eventlog,0xD3069C9e486A8b77aDD55ae3ceB3A4b138Fb76c7,0x0aC08Dd503eC22616F265F2E14Ad42C4d3B41616,40.000000
13110708,0x03fc9897ecd117825a2a285faf6613508358c9378697f920af156c831a9fd6c5,https://etherscan.io/tx/0x03fc9897ecd117825a2a285faf6613508358c9378697f920af156c831a9fd6c5#eventlog,0xA13Cc7EE81ed7f98755550f720dfd61F58988F8f,0x2D1194e75B408C9395A8BBbEdC0079322b62c0a4,36.000000
13110717,0x45ff6de3c22fc34ef4000b4024be8b7839602e49764d2c1860e28749558c3ad1,https://etherscan.io/tx/0x45ff6de3c22fc34ef4000b4024be8b7839602e49764d2c1860e28749558c3ad1#eventlog,0x67123C503ebd779D3A61DcE56c07a7BE89c993f8,0x14C112cC2e31dd28Be0Ef1C188b0a7a348BbD70f,
13110731,0x16df8258065fe5a798d16edd9c43d8b77e98df1943d6acc507612f47b2ef5cfa,https://etherscan.io/tx/0x16df8258065fe5a798d16edd9c43d8b77e98df1943d6acc507612f47b2ef5cfa#eventlog,0x026eEa8f4c483eE54fBe3A8A4F9Dca2f50727E32,0x83B5654564cAEe5c8E86a314B4E62330Db99Ce16,55.000000
13110732,0x77f8d73457153c280b526f3a3a354d515399a1ac2cabe41a59e10caab1455295,https://etherscan.io/tx/0x77f8d73457153c280b526f3a3a354d515399a1ac2cabe41a59e10caab1455295#eventlog,0x557Aa3912139De8728163709cfABBC942b01a389,0xb7692c097A20F6767e0464Bbe958D69bf082bAf5,36.100000
13110736,0x70ff027ea9a77ddbc5218421dcd14c3c2ab088d69ddd9d10f44102026daf370c,https://etherscan.io/tx/0x70ff027ea9a77ddbc5218421dcd14c3c2ab088d69ddd9d10f44102026daf370c#eventlog,0x026eEa8f4c483eE54fBe3A8A4F9Dca2f50727E32,0x83B5654564cAEe5c8E86a314B4E62330Db99Ce16,55.000000
13110751,0xcb9d2ab8ee989ceb9b3bd86dccc201b1d9a514cd6df2ecf44cdd76c89ab5495b,https://etherscan.io/tx/0xcb9d2ab8ee989ceb9b3bd86dccc201b1d9a514cd6df2ecf44cdd76c89ab5495b#eventlog,0x557Aa3912139De8728163709cfABBC942b01a389,0x54B174179Ae825Ed630Da40b625Bb3C883CD40ae,45.000000
13110751,0x946c0ae2e1b8abfba05289f348eafa033c777d1cece7bdd2fe11ff0359f53017,https://etherscan.io/tx/0x946c0ae2e1b8abfba05289f348eafa033c777d1cece7bdd2fe11ff0359f53017#eventlog,0x2D1194e75B408C9395A8BBbEdC0079322b62c0a4,0x221856C687333A29BBF5c8F29E7e0247436CCF7D,38.250000
13110770,0xcf943205e5131d0680fb6dcf0b6032a667cc91252656dc7dcb8afc28d15a5ff4,https://etherscan.io/tx/0xcf943205e5131d0680fb6dcf0b6032a667cc91252656dc7dcb8afc28d15a5ff4#eventlog,0xb7692c097A20F6767e0464Bbe958D69bf082bAf5,0xd3fC6fec4b219c2D74B366FEe6B585df71611533,
13110797,0xd5a7bddd80f84e0e3c61744e09adea3570df8878bebc9b3196f0a1b668fe666d,https://etherscan.io/tx/0xd5a7bddd80f84e0e3c61744e09adea3570df8878bebc9b3196f0a1b668fe666d#eventlog,0x8a3db9109F2eF0D234B6CA0B7a08f9Bc63efd9A2,0xbA726320a6D963b3a9E7E3685fb12AEA71Af3f6d,47.000000
13110840,0x490e198d251226aa7a50c22e7e92fe51346f6010200361c3fbe16d4aa43c83df,https://etherscan.io/tx/0x490e198d251226aa7a50c22e7e92fe51346f6010200361c3fbe16d4aa43c83df#eventlog,0x2D1194e75B408C9395A8BBbEdC0079322b62c0a4,0xe19f9B7e1Ece7B765D4cB95939221919D6C23611,38.500000
13110845,0x1d88ef3c99437ddd0c303c2b8d38dc557f61261bee44c93397118bbb370a8016,https://etherscan.io/tx/0x1d88ef3c99437ddd0c303c2b8d38dc557f61261bee44c93397118bbb370a8016#eventlog,0x3dE262F19795845534A6e8D604d0Da383C2FCC9D,0xA09d9ecA1304B4f2cDbfd0D85bD220FBf843E7AE,
13110881,0x088ed268621765c0e625c21d6e447a048d455d3af60531d03190606e562e8e9b,https://etherscan.io/tx/0x088ed268621765c0e625c21d6e447a048d455d3af60531d03190606e562e8e9b#eventlog,0xbA726320a6D963b3a9E7E3685fb12AEA71Af3f6d,0x3BA879a8cE1F788d5e4cd96DFE6A3286659cf650,
13110912,0x3d72439bed93ae1214c3cae14864cf680646c78be7a82da8d9eec30d29446f64,https://etherscan.io/tx/0x3d72439bed93ae1214c3cae14864cf680646c78be7a82da8d9eec30d29446f64#eventlog,0x6f017d33017d9b185443Ae1EBFD634FEdA7BC42B,0xA0b6a11a2a10c8BEc8c3A123fBC9C185A58D1aB5,40.000000
13110913,0x4f62e89691facae74152db62094bed2c2e32e652dc6787ab6d6cefcf16b6cf6c,https://etherscan.io/tx/0x4f62e89691facae74152db62094bed2c2e32e652dc6787ab6d6cefcf16b6cf6c#eventlog,0x20987183Ca364DDB879795a4EF961c4267357263,0x8cb31aC90a9c5218F621d02051A67EFc4250C425,49.000000
13110937,0x7addb05a96d7491bae8f2cf201cc1ba3ac4d42bce9fa022886fa4ace20d23abb,https://etherscan.io/tx/0x7addb05a96d7491bae8f2cf201cc1ba3ac4d42bce9fa022886fa4ace20d23abb#eventlog,0x9C2578c5757e28c99D07EF965F3C956623456832,0xA604aF7CBD129F517139C8F97f5511f0de04a1A3,
13110952,0xb80220c344fb792442014b029a55a4caa220d9a05e6ed180b945dc84018bb5bc,https://etherscan.io/tx/0xb80220c344fb792442014b029a55a4caa220d9a05e6ed180b945dc84018bb5bc#eventlog,0xfA7E017dDff1F3a7fAeF0b1457b9c6f9da60123f,0x2D1194e75B408C9395A8BBbEdC0079322b62c0a4,37.000000
13110966,0x4ce5c2237b4d40949928ec7b6520b0c17ba01b8b7ca0294579c519f6ca644ba3,https://etherscan.io/tx/0x4ce5c2237b4d40949928ec7b6520b0c17ba01b8b7ca0294579c519f6ca644ba3#eventlog,0x3B4e9e284Bf2aD3F614949684439f70D6C1CE652,0xF248e3a38bBBfa1a20fc6FcCcb0a35AF3E51d642,42.800000
